X,Y,token
-3.0704007,20.116014,constantly
0.37940973,16.045013,occupied
-10.168796,10.503901,either
-9.278755,14.769748,friends
8.564188,6.3679957,wherever
-21.021994,10.803222,need
2.2357123,27.430155,spend
-3.172134,2.3182313,single
-3.0763917,-32.772648,year
-9.0281,4.3678427,alone
0.60200393,-3.8388815,Some
-3.6396947,15.067181,others
-10.322226,-29.061863,son
-15.55548,3.5808876,uncle
21.03008,12.407284,letting
5.4357104,-8.311962,solemn
-19.843004,6.8518567,nonsense
-10.733384,25.658274,subject
-12.587461,1.4433864,believed
10.173945,-4.5565515,Ever
-7.760284,6.450482,since
-0.57852954,26.001001,met
9.551274,-4.8604145,Broadway
11.276839,9.621813,Lane
24.467133,12.692562,began
25.60246,0.47652256,darted
-7.7960978,21.13859,gallantry
-5.138631,0.8057263,borrowed
19.705334,21.147915,Farmer
-6.04271,6.5706706,planned
-15.594693,-12.384433,blessed
-4.5615935,11.120882,instance
-17.005156,-5.1976223,leave
-2.8204813,8.174998,making
-20.038523,11.346006,understand
-15.648661,21.223345,endeavour
-22.763384,0.5183227,Your
-13.704744,19.827147,properly
-16.577248,16.793352,endeavouring
-19.062786,-7.1030207,bring
-18.830112,-2.0276482,worthy
-0.84542906,23.728067,employment
0.3592661,-15.901632,young
9.631976,18.97001,lady
-19.804867,11.778934,imagine
-12.484585,-20.641285,saying
-20.692804,9.554733,yourself
-13.6064,12.259225,idle
16.552637,21.654192,",'"
-20.647976,5.9965863,why
-19.028208,9.900582,talk
-26.503428,-9.400685,Where
-11.201561,22.540014,merit
-5.741309,-3.6660402,proud
-20.052134,9.744847,guess
-17.627562,9.671929,_that_
-21.236347,10.2135935,can
-11.83719,-2.7479305,known
-3.9955862,-2.1209698,triumph
-17.48726,10.347488,depend
-0.80527014,11.158121,merely
-16.314846,7.989335,luck
-3.024878,5.030375,There
3.1309433,-13.516857,talent
-11.786321,-18.908491,word
-16.285511,12.2351675,quarrel
-11.528768,21.380745,claim
14.783674,-2.804747,drawn
1.3305094,7.71518,pictures
14.864153,16.794558,something
-11.893528,6.5769787,nothing
-20.38389,-7.2826476,If
-1.4589831,27.697104,visits
-10.454587,3.4631076,given
-10.385338,14.862671,matters
-13.290435,10.499678,enough
-16.251263,14.975091,comprehend
25.414278,7.3026624,open
-7.6791177,14.5848055,hearted
-7.7750683,15.359898,unaffected
-14.158658,4.9118385,safely
-19.65438,11.127462,manage
-12.523829,16.39597,likely
-20.876427,10.853864,harm
-13.656306,18.388714,interference
11.746099,21.45267,rejoined
-12.2529,-7.4793663,understanding
-21.659725,-16.268972,pray
-11.701469,15.116915,silly
-0.8597522,-15.023604,break
8.486962,7.4940634,circle
-16.41641,-16.367807,Only
-1.0539638,31.660442,Elton
15.968062,17.276163,",--"
-16.689356,6.5086265,look
-5.8296876,6.4679103,whole
1.320408,9.809185,fitted
0.9375533,24.898184,comfortably
-12.398785,-9.967897,shame
-17.658415,22.642794,longer
14.849838,-1.940362,joining
20.959171,7.253441,hands
8.029175,16.293148,same
-1.9473932,-17.44863,service
-17.477346,-8.59339,shew
-6.374866,24.882414,attention
-19.648941,12.510605,ask
-20.78469,9.711289,dare
6.3515177,-6.8743844,With
13.103637,21.535402,laughing
15.935669,-3.8929617,fish
-17.438213,15.974858,chuse
-17.422026,10.129199,Depend
11.037661,-28.806793,six
-15.663683,8.354238,care
-9.392798,0.99838626,II
12.15286,-2.0180607,native
-7.2633348,-17.285263,born
-8.265906,17.376125,respectable
3.8738046,-22.9319,generations
16.447567,-7.459228,rising
-7.282559,17.31794,property
-4.016756,18.643982,received
-8.727022,21.69389,education
-3.24974,18.243374,succeeding
13.267627,7.86429,small
-14.05211,-5.447083,become
1.897811,2.0283854,homely
-6.0678086,19.028194,pursuits
-9.05912,14.608346,brothers
0.29903015,26.18328,engaged
-14.833223,15.445225,satisfied
-6.8568554,16.328417,active
-1.5649254,13.63778,social
1.6079156,-24.800694,entering
7.2362347,14.195951,county
6.7734337,27.666208,Captain
-2.9829419,12.830484,general
-0.7182813,18.974905,favourite
11.568805,15.99792,military
-1.058757,26.382719,introduced
-0.9123378,31.562557,Churchill
-5.6372,10.679932,Yorkshire
-6.140062,-20.459265,fell
-12.593407,-6.958677,love
-15.588392,15.856839,surprized
-6.683855,5.7770114,except
2.5293303,-13.27791,full
-9.121461,-5.0943613,pride
-8.228852,19.920212,importance
-8.520206,19.582594,connexion
-15.228717,-7.2233706,offend
-16.864874,-8.516099,command
4.915657,12.806205,bore
-7.9096184,18.492517,proportion
-7.177494,17.293394,estate
-0.7436022,-12.774939,took
-2.7886586,-1.6945137,infinite
-5.285563,24.078085,mortification
27.545422,5.4791117,threw
-13.171947,25.394333,due
-5.6070213,15.470031,decorum
-15.329171,18.440811,produce
-17.642082,13.643334,ought
-1.5622548,-1.1754377,whose
4.452469,16.388224,warm
11.62203,-18.062902,sweet
-18.702642,-6.127988,return
-13.057142,-7.147675,goodness
-9.499245,-8.91103,spirit
-8.177324,26.246729,resolution
-15.784299,-5.661195,pursue
3.1941264,13.857423,refrain
-13.287021,18.278744,unreasonable
-8.190561,-11.752645,anger
7.4518394,9.931099,missing
-5.211102,17.692072,former
-6.754974,20.15281,income
18.123844,15.284582,still
-8.476808,20.602943,comparison
0.96211743,27.78456,Enscombe
-15.676083,-6.7610292,cease
16.507849,15.464504,once
-10.101052,17.154568,considered
-2.0526304,8.917674,especially
-13.226574,18.45408,Churchills
1.0313474,9.475758,amazing
-20.02762,-3.1560104,worst
-6.695357,9.701737,bargain
-2.470466,-10.644905,child
7.6011243,-6.8080134,From
-6.945085,20.476238,expense
3.4344246,21.127415,relieved
18.211359,18.361835,boy
-1.5295597,15.1705475,additional
9.222294,-1.9139918,lingering
-2.7269905,27.38303,illness
-12.399352,-4.417716,reconciliation
-8.435602,-16.756699,kindred
7.0829043,-22.957808,offered
-6.654183,-2.1068792,charge
-0.91133875,31.635382,Frank
-12.330393,21.566618,scruples
-14.257785,20.211512,supposed
-12.208508,20.03682,overcome
-3.3655863,14.432673,considerations
-5.339275,16.060944,wealth
-15.982273,-6.780535,seek
-14.865414,18.600262,improve
-1.5261984,13.86853,complete
0.9099697,-14.671584,became
-12.64901,17.458567,desirable
-2.2763479,25.778551,quitted
-8.0386505,13.544629,trade
-15.751458,-12.080099,established
-8.671627,25.349344,favourable
25.308754,7.3388424,opening
-7.774397,26.237432,concern
